,TR2144|c0_g1_i1,GO:0032550,atp-dependent zinc metalloprotease ftsh chloroplastic-like isoform x1,,,,,,
,TR26541|c0_g1_i2,GO:0016853,dna topoisomerase family protein,,,,,,
,TR26541|c0_g1_i2,GO:0003676,dna topoisomerase family protein,,,,,,
,TR26541|c0_g1_i2,GO:0051052,dna topoisomerase family protein,,,,,,
,TR26541|c0_g1_i2,GO:0014070,dna topoisomerase family protein,,,,,,
,TR26541|c0_g1_i2,GO:0043169,dna topoisomerase family protein,,,,,,
,TR26541|c0_g1_i2,GO:0009154,dna topoisomerase family protein,,,,,,
,TR26541|c0_g1_i2,GO:0071103,dna topoisomerase family protein,,,,,,
,TR26541|c0_g1_i2,GO:0034968,dna topoisomerase family protein,,,,,,
,TR26541|c0_g1_i2,GO:1902410,dna topoisomerase family protein,,,,,,
,TR26548|c0_g1_i1,GO:0048449,high mobility group b protein 6,,,,,,
,TR26548|c0_g1_i1,GO:0050794,high mobility group b protein 6,,,,,,
,TR26552|c1_g1_i1,GO:0010087,trichome birefringence-like 36,,,,,,
,TR26552|c1_g1_i1,GO:0044260,trichome birefringence-like 36,,,,,,
,TR26588|c0_g1_i1,GO:0003824,amp-dependent synthetase and ligase family protein,,,,,,
,TR26605|c0_g1_i1,GO:0036094,glycine-rich rna-binding protein mitochondrial-like,,,,,,
,TR26605|c0_g1_i1,GO:0097159,glycine-rich rna-binding protein mitochondrial-like,,,,,,
,TR26710|c1_g1_i1,GO:0017111,tubulin alpha,,,,,,
,TR26710|c1_g1_i1,GO:0032550,tubulin alpha,,,,,,
,TR26710|c1_g1_i1,GO:0009154,tubulin alpha,,,,,,
,TR26710|c1_g1_i1,GO:0043234,tubulin alpha,,,,,,
,TR26710|c1_g1_i1,GO:0043232,tubulin alpha,,,,,,
,TR26710|c1_g1_i1,GO:0043623,tubulin alpha,,,,,,
,TR26710|c1_g1_i1,GO:0005198,tubulin alpha,,,,,,
,TR26752|c0_g1_i1,GO:0016837,probable pectate lyase 12,,,,,,
,TR26752|c0_g1_i1,GO:0000272,probable pectate lyase 12,,,,,,
,TR26752|c0_g1_i1,GO:0043169,probable pectate lyase 12,,,,,,
,TR26762|c0_g2_i1,GO:0017111,eps15 domain 2 isoform 1,,,,,,
,TR26762|c0_g2_i1,GO:0032550,eps15 domain 2 isoform 1,,,,,,
,TR26762|c0_g2_i1,GO:0009154,eps15 domain 2 isoform 1,,,,,,
,TR26762|c0_g2_i1,GO:0046872,eps15 domain 2 isoform 1,,,,,,
,TR26814|c0_g1_i1,GO:0010468,dof zinc finger protein,,,,,,
,TR26814|c0_g1_i1,GO:0003676,dof zinc finger protein,,,,,,
,TR26870|c0_g1_i1,GO:0043231,pentatricopeptide repeat-containing protein mitochondrial,,,,,,
,TR27019|c1_g1_i2,GO:0016757,udp-glycosyltransferase superfamily protein,,,,,,
,TR27065|c0_g1_i2,GO:0003677,wrky dna-binding protein 7,,,,,,
,TR27088|c0_g1_i1,GO:0071555,probable pectinesterase pectinesterase inhibitor 25-like,,,,,,
,TR27088|c0_g1_i1,GO:0009892,probable pectinesterase pectinesterase inhibitor 25-like,,,,,,
,TR27088|c0_g1_i1,GO:0030234,probable pectinesterase pectinesterase inhibitor 25-like,,,,,,
,TR27088|c0_g1_i1,GO:0000272,probable pectinesterase pectinesterase inhibitor 25-like,,,,,,
,TR27088|c0_g1_i1,GO:0030312,probable pectinesterase pectinesterase inhibitor 25-like,,,,,,
,TR27088|c0_g1_i1,GO:0052689,probable pectinesterase pectinesterase inhibitor 25-like,,,,,,
,TR27151|c0_g1_i1,GO:0032993,probable histone -like,,,,,,
,TR27151|c0_g1_i1,GO:0003676,probable histone -like,,,,,,
,TR27151|c0_g1_i1,GO:0043232,probable histone -like,,,,,,
,TR27151|c0_g1_i1,GO:0046983,probable histone -like,,,,,,
,TR27151|c0_g1_i1,GO:0034728,probable histone -like,,,,,,
,TR27151|c0_g1_i1,GO:0043231,probable histone -like,,,,,,
,TR27226|c0_g2_i1,GO:0036094,uncharacterized protein loc100852821,,,,,,
,TR27226|c0_g2_i1,GO:0097159,uncharacterized protein loc100852821,,,,,,
,TR27226|c0_g2_i1,GO:1901363,uncharacterized protein loc100852821,,,,,,
,TR27238|c1_g1_i1,GO:0016407,n-alpha-acetyltransferase 50-like,,,,,,
,TR27243|c0_g1_i1,GO:0017111,elongation factor mitochondrial,,,,,,
,TR27243|c0_g1_i1,GO:0032550,elongation factor mitochondrial,,,,,,
,TR27243|c0_g1_i1,GO:0009154,elongation factor mitochondrial,,,,,,
,TR27243|c0_g1_i1,GO:0034645,elongation factor mitochondrial,,,,,,
,TR27243|c0_g1_i1,GO:0008135,elongation factor mitochondrial,,,,,,
,TR27243|c0_g1_i1,GO:0044464,elongation factor mitochondrial,,,,,,
,TR27288|c0_g1_i1,GO:0034062,sulfite exporter family isoform 1,,,,,,
,TR27288|c0_g1_i1,GO:0009059,sulfite exporter family isoform 1,,,,,,
,TR27288|c0_g1_i1,GO:0044425,sulfite exporter family isoform 1,,,,,,
,TR27405|c0_g1_i1,GO:0043229,shugoshin-1 isoform x2,,,,,,
,TR27446|c0_g1_i1,GO:0005488,hypothetical protein VITISV_024841 [Vitis vinifera],,,,,,
,TR27464|c1_g1_i1,GO:0044710,peroxisomal -dienoyl- reductase,,,,,,
,TR27464|c1_g1_i1,GO:0003824,peroxisomal -dienoyl- reductase,,,,,,
,TR27579|c0_g1_i1,GO:0044238,glucan endo- -beta-,,,,,,
,TR27579|c0_g1_i1,GO:0004553,glucan endo- -beta-,,,,,,
,TR27592|c0_g1_i3,GO:0034728,nap1-related protein 1-like isoform x1,,,,,,
,TR27592|c0_g1_i3,GO:0043231,nap1-related protein 1-like isoform x1,,,,,,
,TR27620|c0_g1_i1,GO:0003824,thiolase-like protein,,,,,,
,TR27633|c0_g1_i1,GO:0034645,40s ribosomal protein s3a,,,,,,
,TR27633|c0_g1_i1,GO:0015935,40s ribosomal protein s3a,,,,,,
,TR27633|c0_g1_i1,GO:0005198,40s ribosomal protein s3a,,,,,,
,TR27636|c0_g2_i1,GO:0044425,transmembrane emp24 domain-containing protein 10-like,,,,,,
,TR27636|c0_g2_i1,GO:0051234,transmembrane emp24 domain-containing protein 10-like,,,,,,
,TR27771|c1_g1_i1,GO:0006090,triosephosphate isomerase,,,,,,
,TR27771|c1_g1_i1,GO:0016861,triosephosphate isomerase,,,,,,
Ribpr cpx,TR27814|c0_g2_i1,GO:0030529,60s ribosomal protein l24-1 isoform 2,,,,,,
,TR27816|c0_g1_i1,GO:0005875,PREDICTED: kinesin-4-like [Prunus mume],,,,,,
,TR27816|c0_g1_i1,GO:0015631,PREDICTED: kinesin-4-like [Prunus mume],,,,,,
,TR27816|c0_g1_i1,GO:0007017,PREDICTED: kinesin-4-like [Prunus mume],,,,,,
,TR27816|c0_g1_i1,GO:0003774,PREDICTED: kinesin-4-like [Prunus mume],,,,,,
,TR27816|c0_g1_i1,GO:0032550,PREDICTED: kinesin-4-like [Prunus mume],,,,,,
,TR27858|c0_g1_i2,GO:0017111,ras-related protein rab7,,,,,,
,TR27858|c0_g1_i2,GO:0032550,ras-related protein rab7,,,,,,
,TR27858|c0_g1_i2,GO:0035556,ras-related protein rab7,,,,,,
,TR27858|c0_g1_i2,GO:0009154,ras-related protein rab7,,,,,,
,TR27858|c0_g1_i2,GO:0016482,ras-related protein rab7,,,,,,
,TR27858|c0_g1_i2,GO:0044464,ras-related protein rab7,,,,,,
,TR27858|c0_g1_i2,GO:0015031,ras-related protein rab7,,,,,,
,TR27928|c0_g1_i3,GO:0046872,uncharacterized protein loc102607375,,,,,,
,TR27928|c0_g1_i3,GO:0044710,uncharacterized protein loc102607375,,,,,,
,TR27928|c0_g1_i3,GO:0003824,uncharacterized protein loc102607375,,,,,,
,TR27958|c0_g1_i3,GO:0005515,transcription factor bhlh61 isoform 1,,,,,,
,TR28063|c1_g1_i1,GO:0031978,fkbp-type peptidyl-prolyl cis-trans isomerase 3 family protein,,,,,,
,TR28063|c1_g1_i1,GO:0006633,fkbp-type peptidyl-prolyl cis-trans isomerase 3 family protein,,,,,,
,TR28063|c1_g1_i1,GO:0009886,fkbp-type peptidyl-prolyl cis-trans isomerase 3 family protein,,,,,,
,TR28063|c1_g1_i1,GO:0018208,fkbp-type peptidyl-prolyl cis-trans isomerase 3 family protein,,,,,,
,TR28063|c1_g1_i1,GO:0006779,fkbp-type peptidyl-prolyl cis-trans isomerase 3 family protein,,,,,,
,TR28063|c1_g1_i1,GO:0006090,fkbp-type peptidyl-prolyl cis-trans isomerase 3 family protein,,,,,,
,TR28063|c1_g1_i1,GO:0016859,fkbp-type peptidyl-prolyl cis-trans isomerase 3 family protein,,,,,,
,TR28063|c1_g1_i1,GO:0016109,fkbp-type peptidyl-prolyl cis-trans isomerase 3 family protein,,,,,,
,TR28126|c1_g1_i1,GO:0044710,delta -sterol reductase-like isoform x1,,,,,,
,TR28126|c1_g1_i1,GO:0000166,delta -sterol reductase-like isoform x1,,,,,,
,TR28126|c1_g1_i1,GO:0016616,delta -sterol reductase-like isoform x1,,,,,,
,TR28126|c1_g2_i1,GO:0044710,delta -sterol reductase-like isoform x1,,,,,,
,TR28126|c1_g2_i1,GO:0000166,delta -sterol reductase-like isoform x1,,,,,,
,TR28126|c1_g2_i1,GO:0016616,delta -sterol reductase-like isoform x1,,,,,,
,TR28197|c0_g1_i1,GO:0019538,alpha beta-hydrolases superfamily protein,,,,,,
,TR28197|c0_g1_i1,GO:0004180,alpha beta-hydrolases superfamily protein,,,,,,
,TR28266|c0_g1_i1,GO:0035097,wd repeat-containing protein 5,,,,,,
,TR28266|c0_g1_i1,GO:0005515,wd repeat-containing protein 5,,,,,,
,TR28266|c0_g1_i1,GO:0003006,wd repeat-containing protein 5,,,,,,
,TR28329|c0_g1_i1,GO:0006637,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0006461,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0014070,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0005911,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:1902410,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0005515,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0044425,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0044444,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0007017,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0006694,syntaxin-related protein knolle,,,,,,
,TR28329|c0_g1_i1,GO:0015031,syntaxin-related protein knolle,,,,,,
,TR28341|c0_g1_i1,GO:0043231,caldesmon-like isoform x1,,,,,,
,TR28341|c0_g1_i1,GO:0016020,caldesmon-like isoform x1,,,,,,
,TR28367|c0_g1_i2,GO:0016798,glucan endo- -beta-glucosidase 4-like isoform x1,,,,,,
,TR28367|c0_g1_i2,GO:0044238,glucan endo- -beta-glucosidase 4-like isoform x1,,,,,,
,TR28381|c0_g1_i1,GO:0050896,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0030554,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0044267,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0019222,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0009668,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0046914,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0009532,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0009058,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0046983,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0044429,protein grpe,,,,,,
,TR28381|c0_g1_i1,GO:0003006,protein grpe,,,,,,
,TR28405|c1_g1_i3,GO:0019538,serine carboxypeptidase-like 51,,,,,,
,TR28405|c1_g1_i3,GO:0004180,serine carboxypeptidase-like 51,,,,,,
,TR28453|c0_g1_i2,GO:0006796,lrr-kinase family protein,,,,,,
,TR28453|c0_g1_i2,GO:0016301,lrr-kinase family protein,,,,,,
,TR28453|c0_g1_i2,GO:0006464,lrr-kinase family protein,,,,,,
,TR28453|c0_g1_i2,GO:0044425,lrr-kinase family protein,,,,,,
,TR28453|c0_g1_i2,GO:0032550,lrr-kinase family protein,,,,,,
,TR28490|c0_g2_i1,GO:0006259,single-stranded dna-binding mitochondrial,,,,,,
,TR28490|c0_g2_i1,GO:0043566,single-stranded dna-binding mitochondrial,,,,,,
,TR28490|c0_g2_i1,GO:0006089,single-stranded dna-binding mitochondrial,,,,,,
,TR28490|c0_g2_i1,GO:0043231,single-stranded dna-binding mitochondrial,,,,,,
,TR28528|c0_g1_i1,GO:0005911,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0044260,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0048532,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0048645,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0043479,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0009639,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0009793,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0051707,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0009755,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0032535,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0005618,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0065001,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0044424,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0003002,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0044425,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0009606,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0009799,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0010087,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0048437,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0060918,auxin efflux facilitator isoform 1,,,,,,
,TR28528|c0_g1_i1,GO:0009117,auxin efflux facilitator isoform 1,,,,,,
Ribpr cpx,TR28530|c1_g1_i1,GO:0034645,40s ribosomal protein,,,,,,
,TR28530|c1_g1_i1,GO:0003723,40s ribosomal protein,,,,,,
,TR28530|c1_g1_i1,GO:0030529,40s ribosomal protein,,,,,,
,TR28530|c1_g1_i1,GO:0005198,40s ribosomal protein,,,,,,
,TR28541|c0_g2_i1,GO:0019866,mitochondria isoform 1,,,,,,
,TR28541|c0_g2_i1,GO:0043231,mitochondria isoform 1,,,,,,
,TR28541|c0_g2_i1,GO:0043461,mitochondria isoform 1,,,,,,
,TR28561|c0_g1_i1,GO:0016301,adenylate kinase b-like,,,,,,
,TR28561|c0_g1_i1,GO:0016776,adenylate kinase b-like,,,,,,
,TR28561|c0_g1_i1,GO:0009117,adenylate kinase b-like,,,,,,
,TR28561|c0_g1_i1,GO:0032550,adenylate kinase b-like,,,,,,
,TR28561|c0_g1_i1,GO:0044424,adenylate kinase b-like,,,,,,
,TR28667|c0_g2_i2,GO:0036094,31 kda chloroplastic-like isoform x1,,,,,,
,TR28667|c0_g2_i2,GO:0097159,31 kda chloroplastic-like isoform x1,,,,,,
Ribpr cpx,TR28722|c0_g1_i1,GO:0034645,60s ribosomal protein l13a-4-like,,,,,,
,TR28722|c0_g1_i1,GO:0005198,60s ribosomal protein l13a-4-like,,,,,,
,TR28722|c0_g1_i1,GO:0044391,60s ribosomal protein l13a-4-like,,,,,,
Ribpr cpx,TR28735|c1_g1_i1,GO:0034645,ubiquitin ribosomal protein 27a,,,,,,
,TR28735|c1_g1_i1,GO:0030529,ubiquitin ribosomal protein 27a,,,,,,
,TR28735|c1_g1_i1,GO:0005198,ubiquitin ribosomal protein 27a,,,,,,
rib bioge,TR28748|c0_g1_i1,GO:0009639,ribosome biogenesis regulatory protein homolog,,,,,,
ribpro cpx bg,TR28748|c0_g1_i1,GO:0000469,ribosome biogenesis regulatory protein homolog,,,,,,
rib mod,TR28748|c0_g1_i1,GO:0000338,ribosome biogenesis regulatory protein homolog,,,,,,
,TR28748|c0_g1_i1,GO:0043231,ribosome biogenesis regulatory protein homolog,,,,,,
,TR28748|c0_g1_i1,GO:0006605,ribosome biogenesis regulatory protein homolog,,,,,,
,TR28748|c0_g1_i1,GO:0048580,ribosome biogenesis regulatory protein homolog,,,,,,
,TR28748|c0_g1_i1,GO:0043232,ribosome biogenesis regulatory protein homolog,,,,,,
,TR28748|c0_g1_i1,GO:0009451,ribosome biogenesis regulatory protein homolog,,,,,,
,TR28748|c0_g1_i1,GO:0006405,ribosome biogenesis regulatory protein homolog,,,,,,
,TR28807|c0_g1_i1,GO:0046872,3-isopropylmalate dehydrogenase chloroplastic-like,,,,,,
,TR28807|c0_g1_i1,GO:0008652,3-isopropylmalate dehydrogenase chloroplastic-like,,,,,,
,TR28807|c0_g1_i1,GO:0006551,3-isopropylmalate dehydrogenase chloroplastic-like,,,,,,
,TR28807|c0_g1_i1,GO:0016616,3-isopropylmalate dehydrogenase chloroplastic-like,,,,,,
,TR28807|c0_g1_i1,GO:0000166,3-isopropylmalate dehydrogenase chloroplastic-like,,,,,,
,TR28807|c0_g1_i1,GO:0044424,3-isopropylmalate dehydrogenase chloroplastic-like,,,,,,
,TR28853|c0_g1_i2,GO:0010468,gata transcription factor 15-like,,,,,,
,TR28853|c0_g1_i2,GO:0046914,gata transcription factor 15-like,,,,,,
,TR28853|c0_g1_i2,GO:0003677,gata transcription factor 15-like,,,,,,
,TR28853|c0_g1_i2,GO:0001071,gata transcription factor 15-like,,,,,,
,TR28905|c0_g1_i1,GO:0046914,sphinganine c -monooxygenase 1-like,,,,,,
,TR28905|c0_g1_i1,GO:0006631,sphinganine c -monooxygenase 1-like,,,,,,
,TR28905|c0_g1_i1,GO:0044425,sphinganine c -monooxygenase 1-like,,,,,,
,TR28905|c0_g1_i1,GO:0003824,sphinganine c -monooxygenase 1-like,,,,,,
,TR28958|c1_g2_i1,GO:0044710,cytochrome p450 78a5-like,,,,,,
,TR28958|c1_g2_i1,GO:0046914,cytochrome p450 78a5-like,,,,,,
,TR28958|c1_g2_i1,GO:0016491,cytochrome p450 78a5-like,,,,,,
,TR28958|c1_g2_i1,GO:0046906,cytochrome p450 78a5-like,,,,,,
,TR29026|c1_g1_i2,GO:0046914,zinc finger (ran-binding) family isoform 2,,,,,,
,TR29026|c1_g1_i2,GO:0006221,zinc finger (ran-binding) family isoform 2,,,,,,
,TR29033|c0_g1_i1,GO:0003824,nucleotide-diphospho-sugar transferases superfamily protein,,,,,,
,TR29079|c0_g1_i1,GO:0000097,semialdehyde dehydrogenase family protein,,,,,,
,TR29079|c0_g1_i1,GO:0006549,semialdehyde dehydrogenase family protein,,,,,,
,TR29079|c0_g1_i1,GO:0016620,semialdehyde dehydrogenase family protein,,,,,,
,TR29079|c0_g1_i1,GO:0009532,semialdehyde dehydrogenase family protein,,,,,,
,TR29079|c0_g1_i1,GO:0006566,semialdehyde dehydrogenase family protein,,,,,,
,TR29079|c0_g1_i1,GO:0005515,semialdehyde dehydrogenase family protein,,,,,,
,TR29079|c0_g1_i1,GO:0000166,semialdehyde dehydrogenase family protein,,,,,,
,TR29079|c0_g1_i1,GO:0009085,semialdehyde dehydrogenase family protein,,,,,,
,TR29079|c0_g1_i1,GO:0006163,semialdehyde dehydrogenase family protein,,,,,,
,TR29085|c1_g1_i1,GO:0005984,uncharacterized protein loc103503323,,,,,,
,TR29085|c1_g1_i1,GO:0005982,uncharacterized protein loc103503323,,,,,,
,TR29085|c1_g1_i1,GO:0009886,uncharacterized protein loc103503323,,,,,,
,TR29085|c1_g1_i1,GO:0006090,uncharacterized protein loc103503323,,,,,,
,TR29085|c1_g1_i1,GO:0006355,uncharacterized protein loc103503323,,,,,,
,TR29132|c0_g1_i6,GO:0043231,wrky transcription factor 44 isoform x1,,,,,,
,TR29132|c0_g1_i6,GO:0034645,wrky transcription factor 44 isoform x1,,,,,,
,TR29132|c0_g1_i6,GO:0010468,wrky transcription factor 44 isoform x1,,,,,,
,TR29132|c0_g1_i6,GO:0001071,wrky transcription factor 44 isoform x1,,,,,,
,TR29132|c0_g1_i6,GO:0003677,wrky transcription factor 44 isoform x1,,,,,,
,TR29132|c0_g1_i6,GO:0001708,wrky transcription factor 44 isoform x1,,,,,,
,TR29132|c0_g1_i6,GO:0003006,wrky transcription factor 44 isoform x1,,,,,,
,TR29137|c2_g1_i1,GO:0008104,vacuolar protein sorting-associated protein 2 homolog 2-like,,,,,,
,TR29146|c1_g1_i2,GO:0071555,uncharacterized protein isoform 1,,,,,,
,TR29146|c1_g1_i2,GO:0009617,uncharacterized protein isoform 1,,,,,,
,TR29146|c1_g1_i2,GO:0043231,uncharacterized protein isoform 1,,,,,,
,TR29146|c1_g1_i2,GO:0044767,uncharacterized protein isoform 1,,,,,,
,TR29146|c1_g1_i2,GO:0009620,uncharacterized protein isoform 1,,,,,,
,TR29193|c0_g1_i1,GO:0015291,mate efflux family protein,,,,,,
,TR29193|c0_g1_i1,GO:0044425,mate efflux family protein,,,,,,
,TR29193|c0_g1_i1,GO:0015893,mate efflux family protein,,,,,,
,TR29193|c0_g1_i1,GO:0044763,mate efflux family protein,,,,,,
,TR29211|c0_g1_i9,GO:0006644,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29211|c0_g1_i9,GO:0008610,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29211|c0_g1_i9,GO:0016616,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29211|c0_g1_i9,GO:0006072,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29211|c0_g1_i9,GO:0009526,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29211|c0_g1_i9,GO:0000166,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29211|c0_g1_i9,GO:0003006,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29211|c0_g1_i9,GO:0048037,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29211|c0_g1_i9,GO:0009814,glycerol-3-phosphate dehydrogenase,,,,,,
,TR29232|c0_g1_i1,GO:0032550,atpase family aaa domain-containing protein 3-a,,,,,,
,TR29238|c0_g1_i2,GO:0031461,p21-activated protein kinase-interacting protein 1-like,,,,,,
,TR29238|c0_g1_i2,GO:0043232,p21-activated protein kinase-interacting protein 1-like,,,,,,
,TR29240|c0_g1_i1,GO:0003824,prenylyltransferase superfamily protein,,,,,,
Ribpr cpx,TR29249|c0_g1_i1,GO:0034645,40s ribosomal protein s21-2-like,,,,,,
,TR29249|c0_g1_i1,GO:0030529,40s ribosomal protein s21-2-like,,,,,,
,TR29249|c0_g1_i1,GO:0005198,40s ribosomal protein s21-2-like,,,,,,
,TR29264|c0_g1_i1,GO:0006568,udp-glucosyl transferase 74b1,,,,,,
,TR29264|c0_g1_i1,GO:0035251,udp-glucosyl transferase 74b1,,,,,,
,TR29264|c0_g1_i1,GO:0009617,udp-glucosyl transferase 74b1,,,,,,
,TR29264|c0_g1_i1,GO:0019758,udp-glucosyl transferase 74b1,,,,,,
,TR29264|c0_g1_i1,GO:0048588,udp-glucosyl transferase 74b1,,,,,,
,TR29264|c0_g1_i1,GO:0009683,udp-glucosyl transferase 74b1,,,,,,
,TR29297|c0_g1_i1,GO:0006461,protein fam179b-like,,,,,,
,TR29297|c0_g1_i1,GO:0007017,protein fam179b-like,,,,,,
,TR29297|c0_g1_i1,GO:1902410,protein fam179b-like,,,,,,
,TR29297|c0_g1_i1,GO:0014070,protein fam179b-like,,,,,,
,TR29321|c0_g1_i1,GO:0015038,glutathione cytosolic,,,,,,
,TR29321|c0_g1_i1,GO:0006790,glutathione cytosolic,,,,,,
,TR29321|c0_g1_i1,GO:0019725,glutathione cytosolic,,,,,,
,TR29321|c0_g1_i1,GO:0042579,glutathione cytosolic,,,,,,
,TR29321|c0_g1_i1,GO:0009404,glutathione cytosolic,,,,,,
,TR29321|c0_g1_i1,GO:0000166,glutathione cytosolic,,,,,,
,TR29321|c0_g1_i1,GO:0016651,glutathione cytosolic,,,,,,
rib bioge,TR29352|c0_g1_i1,GO:0032550,polynucleotide 5 -hydroxyl-kinase nol9-like,,,,,,
ribpro cpx bg,TR29352|c0_g1_i1,GO:0043231,polynucleotide 5 -hydroxyl-kinase nol9-like,,,,,,
,TR29352|c0_g1_i1,GO:0043232,polynucleotide 5 -hydroxyl-kinase nol9-like,,,,,,
,TR29352|c0_g1_i1,GO:0016773,polynucleotide 5 -hydroxyl-kinase nol9-like,,,,,,
,TR29352|c0_g1_i1,GO:0042254,polynucleotide 5 -hydroxyl-kinase nol9-like,,,,,,
,TR29352|c0_g1_i1,GO:0006796,polynucleotide 5 -hydroxyl-kinase nol9-like,,,,,,
,TR29353|c0_g1_i1,GO:0019222,grpe protein mitochondrial-like isoform x1,,,,,,
,TR29353|c0_g1_i1,GO:0030554,grpe protein mitochondrial-like isoform x1,,,,,,
,TR29353|c0_g1_i1,GO:0046983,grpe protein mitochondrial-like isoform x1,,,,,,
,TR29353|c0_g1_i1,GO:0044267,grpe protein mitochondrial-like isoform x1,,,,,,
,TR29353|c0_g1_i1,GO:0044429,grpe protein mitochondrial-like isoform x1,,,,,,
,TR29357|c1_g1_i1,GO:0044710,glyoxylate hydroxypyruvate reductase hpr3-like,,,,,,
,TR29357|c1_g1_i1,GO:0016614,glyoxylate hydroxypyruvate reductase hpr3-like,,,,,,
,TR29357|c1_g1_i1,GO:0000166,glyoxylate hydroxypyruvate reductase hpr3-like,,,,,,
,TR29389|c2_g1_i1,GO:0043232,ribosomal rna processing brix domain protein,,,,,,
,TR29389|c2_g1_i1,GO:0043231,ribosomal rna processing brix domain protein,,,,,,
,TR29389|c2_g1_i1,GO:0009451,ribosomal rna processing brix domain protein,,,,,,
ribpro cpx bg,TR29410|c0_g2_i2,GO:0005840,mrna turnover protein 4 homolog,,,,,,
,TR29410|c0_g2_i2,GO:0022613,mrna turnover protein 4 homolog,,,,,,
,TR29410|c0_g2_i2,GO:0009451,mrna turnover protein 4 homolog,,,,,,
,TR29418|c1_g1_i1,GO:0046914,histone,,,,,,
,TR29418|c1_g1_i1,GO:0022604,histone,,,,,,
,TR29418|c1_g1_i1,GO:0007599,histone,,,,,,
